open;high;low;close;volume;marketCap;timestamp
1.0855273746;1.086475467;1.0852580163;1.086475467;227029.96;42101810.78;"2023-05-04T23:59:59.999Z"
1.0864288128;1.0874681694;1.0853436572;1.085812911;224452.94;42076136.19;"2023-05-04T23:59:59.999Z"
1.0858021696;1.0861216911;1.0847300552;1.0851138942;212475.73;42049048.72;"2023-05-04T23:59:59.999Z"
1.0850383837;1.0867921166;1.0850383837;1.0861706423;205308.24;42089998.57;"2023-05-04T23:59:59.999Z"
1.0861388486;1.0866261813;1.0857144898;1.0865271584;196133.85;42103813.86;"2023-05-04T23:59:59.999Z"
1.0864523627;1.0868908962;1.0861614072;1.0865914143;190631.23;42106303.82;"2023-05-04T23:59:59.999Z"
1.0867033644;1.0868295884;1.0852974484;1.085596213;180210.66;42067738.96;"2023-05-04T23:59:59.999Z"
1.0856259307;1.0864179108;1.0850492249;1.0864179108;172291.74;42099580.41;"2023-05-04T23:59:59.999Z"
1.0863285065;1.0865807033;1.0824833728;1.0843294034;170030.74;42018649.05;"2023-05-04T23:59:59.999Z"
1.0844317971;1.0863296324;1.0843066095;1.0861027652;167933.42;42087368.26;"2023-05-04T23:59:59.999Z"
1.0859716169;1.0873403037;1.0858218076;1.0860940146;162082.58;42087029.16;"2023-05-04T23:59:59.999Z"
1.0860940146;1.0871001224;1.0834189957;1.0835598433;161288.53;41988827.95;"2023-05-04T23:59:59.999Z"
1.0838540031;1.0840590407;1.0808257658;1.0822420086;153606.01;41937760.78;"2023-05-04T23:59:59.999Z"
1.0822840088;1.0822840088;1.0745708185;1.0745708185;153024.17;41640495.91;"2023-05-04T23:59:59.999Z"
1.0747037499;1.0793001026;1.0745485339;1.0788176642;149309.32;41805064.64;"2023-05-04T23:59:59.999Z"
1.0787537389;1.0807368306;1.0779007748;1.0781275528;138107.19;41778322.26;"2023-05-04T23:59:59.999Z"
1.0778329714;1.0779362052;1.0762584406;1.0765363693;130927.81;41716662.6;"2023-05-04T23:59:59.999Z"
1.0764324149;1.0773994512;1.0745794604;1.0758133152;130065.17;41688643.66;"2023-05-04T23:59:59.999Z"
1.0757365638;1.0784863242;1.0596932133;1.0783050947;130809.57;41785202.15;"2023-05-04T23:59:59.999Z"
1.0783958455;1.0783974488;1.0734979349;1.0738106662;128840.35;41611039.37;"2023-05-04T23:59:59.999Z"
1.0737649538;1.0793925279;1.0558991677;1.0793254848;125751.67;41824743.09;"2023-05-04T23:59:59.999Z"
1.0793854388;1.079482057;1.0711367024;1.0712328757;124564.56;41511147.88;"2023-05-04T23:59:59.999Z"
1.0712524695;1.0719496479;1.0708734261;1.0718386135;125355.83;41534620.72;"2023-05-04T23:59:59.999Z"
1.0718817359;1.074233374;1.0718802143;1.0741807206;124020.23;41625379.27;"2023-05-05T23:59:59.999Z"
1.074178304;1.0787726191;1.0734669592;1.078568161;125511.57;41795396.17;"2023-05-05T23:59:59.999Z"
1.078517719;1.0800242795;1.0766621486;1.079330486;126562.56;41824937.26;"2023-05-05T23:59:59.999Z"
1.0793375743;1.0940854493;1.0782677065;1.0940854493;131173.65;42396704.13;"2023-05-05T23:59:59.999Z"
1.0936969518;1.0938958822;1.0858286085;1.0876363116;136667.66;42146794.77;"2023-05-05T23:59:59.999Z"
1.0876372492;1.0877057728;1.0765691306;1.0767300807;137721.45;41724169.42;"2023-05-05T23:59:59.999Z"
1.0766827575;1.0872781566;1.0762745311;1.0833821918;141430.62;41981944.15;"2023-05-05T23:59:59.999Z"
1.0845968748;1.0864861289;1.082886407;1.082886407;143686.59;41962732.09;"2023-05-05T23:59:59.999Z"
1.0827032656;1.0918407387;1.082480541;1.090900763;151357.54;42273294.92;"2023-05-05T23:59:59.999Z"
1.0909543773;1.0909730967;1.0884840195;1.0884852531;163085.05;42179691.94;"2023-05-05T23:59:59.999Z"
1.0888345532;1.0888800675;1.0865336143;1.0887728612;174223.51;42190836.98;"2023-05-05T23:59:59.999Z"
1.0886032954;1.090164968;1.0884851498;1.0898465969;185524.88;42232445.12;"2023-05-05T23:59:59.999Z"
1.0898019671;1.1046965378;1.0812310863;1.0968768865;194093.71;42504874.57;"2023-05-05T23:59:59.999Z"
1.096687086;1.097618097;1.0835992556;1.0907120081;202625.43;42265980.5;"2023-05-05T23:59:59.999Z"
1.0905674761;1.1032584988;1.0905674761;1.1008599306;207228.91;42659220.77;"2023-05-05T23:59:59.999Z"
1.1013847549;1.1032350508;1.1006841859;1.1023005356;215494.27;42715045.39;"2023-05-05T23:59:59.999Z"
1.1023398287;1.1078826646;1.1023398287;1.1056734686;222505.64;42845749.29;"2023-05-05T23:59:59.999Z"
1.1056329093;1.1079421627;1.1047284404;1.1064652512;228661.88;42876431.51;"2023-05-05T23:59:59.999Z"
1.1064652512;1.1112520596;1.105303517;1.1105510714;234094.92;43034760.36;"2023-05-05T23:59:59.999Z"
1.1104806639;1.1106782242;1.107456097;1.1094064309;237792.67;42990404.61;"2023-05-05T23:59:59.999Z"
1.1094151122;1.1094784252;1.1041370229;1.1071502296;242217.33;42902974.96;"2023-05-05T23:59:59.999Z"
1.1074463196;1.1103753909;1.1062696097;1.1092189471;242495.56;42983139.45;"2023-05-05T23:59:59.999Z"
1.1093125416;1.1101725836;1.1065076815;1.1077980942;243339.51;42928080.2;"2023-05-05T23:59:59.999Z"
1.1075783003;1.1080422898;1.1052612677;1.1052612677;242309.09;42829776.1;"2023-05-05T23:59:59.999Z"
1.1056304543;1.1228364971;1.1053276225;1.1216454643;248119.5;43464677.07;"2023-05-06T23:59:59.999Z"
1.1214905398;1.1224053901;1.119544808;1.119544808;248590.37;43383274.92;"2023-05-06T23:59:59.999Z"
1.1199161635;1.1213094807;1.1106786465;1.1155497466;250695.5;43228463.02;"2023-05-06T23:59:59.999Z"
1.1151934907;1.1176631012;1.1136444985;1.1176631012;245111.75;43310357.24;"2023-05-06T23:59:59.999Z"
1.1177359798;1.1201840135;1.1141902302;1.1143492196;243263.49;43181941.62;"2023-05-06T23:59:59.999Z"
1.1142037032;1.1175039302;1.1135621416;1.1159210635;241972.69;43242851.85;"2023-05-06T23:59:59.999Z"
1.1158991068;1.1166669859;1.1127222473;1.1130011953;239346.56;43129704.57;"2023-05-06T23:59:59.999Z"
1.113193959;1.1152726799;1.1111161784;1.1143974262;240768.61;43183809.66;"2023-05-06T23:59:59.999Z"
1.1142771061;1.1171356977;1.1058757188;1.116508931;241876.87;43265632.19;"2023-05-06T23:59:59.999Z"
1.116556195;1.1174895855;1.1058140571;1.1104491414;230206.3;43030810.4;"2023-05-06T23:59:59.999Z"
1.1104234239;1.1151567865;1.1102571528;1.1136639267;220381.42;43155385.94;"2023-05-06T23:59:59.999Z"
1.1138782718;1.1143057322;1.1131935301;1.1136291025;211642.16;43154036.48;"2023-05-06T23:59:59.999Z"
1.113912511;1.114975874;1.1109266772;1.1112091542;204685.3;43060261.5;"2023-05-06T23:59:59.999Z"
1.1112366704;1.1117360853;1.110186648;1.1115894614;201585.37;43074998.72;"2023-05-06T23:59:59.999Z"
1.1111587769;1.1111587769;1.103952307;1.103952307;202579.37;42779052.74;"2023-05-06T23:59:59.999Z"
1.104539484;1.104539484;1.0891075889;1.0893865854;201650.43;42214619.15;"2023-05-06T23:59:59.999Z"
1.0897232053;1.092006279;1.0890842975;1.092006279;200391.65;42316134.41;"2023-05-06T23:59:59.999Z"
1.0917221259;1.0929289511;1.0913325031;1.0922920626;199292.37;42327208.75;"2023-05-06T23:59:59.999Z"
1.0928851957;1.0932468091;1.0885515729;1.0911003862;193986.52;42281030.32;"2023-05-06T23:59:59.999Z"
1.0907033278;1.0912886132;1.0897728523;1.0909074754;190017.42;42273554.87;"2023-05-06T23:59:59.999Z"
1.0909347072;1.0915061473;1.0893685909;1.0906324345;188501.29;42262896.78;"2023-05-06T23:59:59.999Z"
1.090582323;1.091359651;1.0900592185;1.0906433996;190998.42;42263321.69;"2023-05-06T23:59:59.999Z"
1.0906944485;1.09600896;1.0863143999;1.0884627762;195184.22;42178820.74;"2023-05-06T23:59:59.999Z"
1.0885366351;1.0885704786;1.0872890069;1.0875682399;196949.16;42144156.72;"2023-05-06T23:59:59.999Z"
1.0874875416;1.0875276246;1.0855712738;1.0867635762;193466.43;42112975.35;"2023-05-07T23:59:59.999Z"
1.0867587887;1.0877642962;1.0855268467;1.0865304593;196987.33;42103941.87;"2023-05-07T23:59:59.999Z"
1.086466688;1.0880432112;1.0862270701;1.0873449602;197813.21;42135504.45;"2023-05-07T23:59:59.999Z"
1.0873954049;1.0930273573;1.0789799174;1.0928551504;202056.76;42349028.81;"2023-05-07T23:59:59.999Z"
1.0927172408;1.0930027341;1.0812292463;1.0820757407;202997.49;41931317.88;"2023-05-07T23:59:59.999Z"
1.0820899432;1.0851655244;1.0813026749;1.084962758;207904.97;42043192.16;"2023-05-07T23:59:59.999Z"
1.085011987;1.0910502063;1.0801606409;1.0881721751;210022.93;42167559.68;"2023-05-07T23:59:59.999Z"
1.0878875329;1.0881624353;1.0865015164;1.0870654999;208771.69;42124675.11;"2023-05-07T23:59:59.999Z"
1.0870755931;1.087116911;1.0859014097;1.0862141211;204532.39;42091683.49;"2023-05-07T23:59:59.999Z"
1.0862830482;1.086320571;1.0736490081;1.085001553;213051.35;42044695.49;"2023-05-07T23:59:59.999Z"
1.0849181272;1.0851918734;1.0846571823;1.0846969237;217109.23;42032890.88;"2023-05-07T23:59:59.999Z"
1.084772078;1.0971829195;1.084772078;1.0900427692;220225.06;42240046.76;"2023-05-07T23:59:59.999Z"
1.0902355169;1.0906659936;1.0899557456;1.0905131589;223293.13;42258274.74;"2023-05-07T23:59:59.999Z"
1.090167809;1.0911098936;1.0826517548;1.0869544386;226355.57;42120371.42;"2023-05-07T23:59:59.999Z"
1.0868634747;1.0890060258;1.086638191;1.0890060258;222509.84;42199872.09;"2023-05-07T23:59:59.999Z"
1.0884760548;1.0900904955;1.0870254761;1.0886582142;215666.87;42186394.11;"2023-05-07T23:59:59.999Z"
1.0888823116;1.0889034784;1.0856472409;1.0867333523;213944.66;42111804.14;"2023-05-07T23:59:59.999Z"
1.086797823;1.0905379006;1.086797823;1.0886797639;214000.07;42187229.17;"2023-05-07T23:59:59.999Z"
1.0883881975;1.0937476879;1.0879619875;1.0928527168;217041.17;42348934.5;"2023-05-07T23:59:59.999Z"
1.0926747535;1.0928507111;1.0860516398;1.0872538597;218732.36;42131974.22;"2023-05-07T23:59:59.999Z"
1.0873170039;1.0901796292;1.0871465312;1.0896170343;215880.38;42223508.06;"2023-05-07T23:59:59.999Z"
1.0896287684;1.089790231;1.0873822911;1.088431462;212230.75;42177566.21;"2023-05-07T23:59:59.999Z"
1.0879039276;1.0898633808;1.0858943957;1.0897236773;209299.73;42227231.69;"2023-05-07T23:59:59.999Z"
1.0891995054;1.0900265954;1.0848842039;1.0851174879;213962.48;42048739.99;"2023-05-07T23:59:59.999Z"
1.0852312784;1.0874930277;1.0846686523;1.0863882738;213631.58;42097983.49;"2023-05-08T23:59:59.999Z"
1.0867465587;1.086965371;1.0724661976;1.0740352213;208678.33;41619297.72;"2023-05-08T23:59:59.999Z"
1.0740815575;1.0747789432;1.0707808941;1.0747789432;204494.42;41648119.17;"2023-05-08T23:59:59.999Z"
1.0747747236;1.0750436551;1.0716489478;1.0725202297;200859.14;41560593.1;"2023-05-08T23:59:59.999Z"
1.0726611158;1.0745237818;1.0718504153;1.0720642383;199835.17;41542975.03;"2023-05-08T23:59:59.999Z"
1.0719605083;1.073713323;1.071781285;1.0736520562;199166.92;41604503.69;"2023-05-08T23:59:59.999Z"
1.0736073327;1.074491421;1.0721731067;1.074491421;198317.76;41637029.37;"2023-05-08T23:59:59.999Z"
1.0746351741;1.0751117992;1.0712524896;1.0751117992;195985.48;41661069.31;"2023-05-08T23:59:59.999Z"
