open;high;low;close;volume;marketCap;timestamp
0.8830542708;0.8840629184;0.8789376855;0.8823619286;354262.81;33193957.7;"2023-03-25T23:59:59.999Z"
0.8787256246;0.8823887481;0.8691060995;0.8732716651;343083.12;32851987.11;"2023-03-25T23:59:59.999Z"
0.8732716651;0.8774408237;0.8702087771;0.8742403669;320932.61;32888429.12;"2023-03-25T23:59:59.999Z"
0.8742787919;0.8745525457;0.8647677938;0.8702976968;308884.15;32740108.1;"2023-03-25T23:59:59.999Z"
0.8704065856;0.8757589988;0.8664439115;0.8753596737;274565.48;32930536.81;"2023-03-25T23:59:59.999Z"
0.8718083362;0.8771192619;0.8717991947;0.8732280739;261036.94;32850347.23;"2023-03-25T23:59:59.999Z"
0.8732277643;0.8843720166;0.8633290121;0.8686576441;244089.52;32678410.21;"2023-03-25T23:59:59.999Z"
0.8645448219;0.8709227297;0.8643600848;0.8661476487;250750.88;32583985.61;"2023-03-25T23:59:59.999Z"
0.8661083012;0.8746598112;0.8622571559;0.8684353299;281182.15;32670046.64;"2023-03-26T23:59:59.999Z"
0.8715593342;0.8771789573;0.8682100055;0.8746808903;303011.39;32905001.09;"2023-03-26T23:59:59.999Z"
0.8744561675;0.8790602392;0.87136972;0.8749256745;319526.82;32914188.84;"2023-03-26T23:59:59.999Z"
0.8777446554;0.8781803995;0.8711447205;0.8712578148;302832.1;32776206.12;"2023-03-26T23:59:59.999Z"
0.871084972;0.8804109881;0.8687662646;0.8773047153;302516.91;33003631.48;"2023-03-26T23:59:59.999Z"
0.8803351369;0.8811767786;0.8765797831;0.8771171715;297760.8;32996576.21;"2023-03-26T23:59:59.999Z"
0.8799421623;0.8800416182;0.8749677998;0.8781618351;278775.55;33036018.29;"2023-03-26T23:59:59.999Z"
0.8753465671;0.8753858254;0.8709910758;0.8741351284;274456.42;32884535.56;"2023-03-26T23:59:59.999Z"
0.8743845772;0.8817265841;0.870853254;0.8783310471;274575.4;33042495.39;"2023-03-26T23:59:59.999Z"
0.881027687;0.8817232305;0.8762820315;0.8803404797;269254.93;33118089.52;"2023-03-26T23:59:59.999Z"
0.8801281399;0.8888115297;0.876028572;0.8844633396;296165.86;33273213.22;"2023-03-26T23:59:59.999Z"
0.8844838877;0.8902350916;0.8793074491;0.8902350916;304396.01;33490344.59;"2023-03-26T23:59:59.999Z"
0.8882084106;0.8940152352;0.8880982774;0.8928311363;318530.16;33588006.92;"2023-03-26T23:59:59.999Z"
0.8928311363;0.8953584285;0.8897972705;0.8907672936;320912.21;33510365.85;"2023-03-26T23:59:59.999Z"
0.8937082332;0.8942831446;0.8873078234;0.8874531742;326220.29;33385712.49;"2023-03-26T23:59:59.999Z"
0.8875757483;0.8944530198;0.8875757483;0.8917446394;306891.26;33547156.07;"2023-03-26T23:59:59.999Z"
0.8945368864;0.894909811;0.8862413996;0.8868097519;317590.16;33361507.13;"2023-03-26T23:59:59.999Z"
0.8866408118;0.8921972249;0.8866408118;0.8921145129;327668.26;33561070.59;"2023-03-26T23:59:59.999Z"
0.8892887659;0.8931778469;0.8892887659;0.8931778469;325834.24;33601072.88;"2023-03-26T23:59:59.999Z"
0.8931839745;0.8931839745;0.8833143957;0.8833143957;318908.54;33230012.91;"2023-03-26T23:59:59.999Z"
0.8830487518;0.89630569;0.8830487518;0.8946864224;323544.92;33657825.02;"2023-03-26T23:59:59.999Z"
0.8947952079;0.8952274193;0.8891148596;0.892624122;323854.09;33580241.92;"2023-03-26T23:59:59.999Z"
0.8895871283;0.8946587837;0.8894050097;0.8895778085;320357.15;33465640.54;"2023-03-26T23:59:59.999Z"
0.8920760995;0.8949899061;0.8864188298;0.8866356015;311931.91;33354955.63;"2023-03-26T23:59:59.999Z"
0.8865549552;0.889541434;0.883181029;0.8837403861;283134.15;33246040.44;"2023-03-27T23:59:59.999Z"
0.8877394504;0.8980505709;0.883892864;0.889307237;268200.79;33455463.65;"2023-03-27T23:59:59.999Z"
0.8893065714;0.8949183048;0.8842590448;0.8949111795;263089.95;33666282.23;"2023-03-27T23:59:59.999Z"
0.8950173241;0.8952882441;0.8762265198;0.8804469599;277701.95;33122142.75;"2023-03-27T23:59:59.999Z"
0.8801269276;0.8859318611;0.8767314924;0.8819466492;277765.74;33178560.6;"2023-03-27T23:59:59.999Z"
0.8815586394;0.9004395694;0.8815586394;0.8863115322;279781.42;33342766.15;"2023-03-27T23:59:59.999Z"
0.890318189;0.890318189;0.8806116148;0.8806116148;285043.21;33128337.01;"2023-03-27T23:59:59.999Z"
0.8809101037;0.8873840361;0.8809101037;0.8816722659;285303.04;33168238.38;"2023-03-27T23:59:59.999Z"
0.8854715848;0.8883745371;0.8817908441;0.8883745371;287941.57;33420375.74;"2023-03-27T23:59:59.999Z"
0.8881748182;0.8908351719;0.8839460051;0.8902621014;286238.77;33491385.33;"2023-03-27T23:59:59.999Z"
0.8902621002;0.8922575265;0.8867505584;0.8913695653;260119.42;33533047.77;"2023-03-27T23:59:59.999Z"
0.8878100061;0.8950360923;0.8878100061;0.8950353389;236340.88;33670953.05;"2023-03-27T23:59:59.999Z"
0.8949388796;0.8968319809;0.8913728111;0.8915689326;215936.67;33540547.9;"2023-03-27T23:59:59.999Z"
0.8948947336;0.8953020693;0.8906126866;0.8908684345;204031.34;33514195.38;"2023-03-27T23:59:59.999Z"
0.8941587513;0.8943004654;0.878890934;0.8792082444;192214.8;33075542.52;"2023-03-27T23:59:59.999Z"
0.8667884914;0.8760213657;0.8594980945;0.8671103698;194854.34;32620424.22;"2023-03-27T23:59:59.999Z"
0.8695900806;0.8721386173;0.8566766106;0.8567610518;190335.94;32231089.59;"2023-03-27T23:59:59.999Z"
0.8567793008;0.8630982418;0.8532038231;0.8562837043;185636.3;32213131.92;"2023-03-27T23:59:59.999Z"
